;LEERINHOUD;;;;;;;;;;;;;;OPMERKINGEN
;Lesinhoud;Doel;Eindtermen tweede graad, basisvorming doorstroomfinaliteit;Cesuurdoelen tweede graad;NIEUW • Bedrijfswetenschappen (tweede graad);NIEUW • Biotechnieken;NIEUW • Natuurwetenschappen;Wiskunde B+;Wiskunde B+S;Wiskunde B+S';Wiskunde B - II - D;Wiskunde B+S'';Wiskundeplan tweede graad (5u);;
Diagnostische module;;;;;;;;;;;;;;;
;;Ik kan de onderdelen van een graaf correct benoemen. Ik weet wat knopen en bogen zijn en kan de graad van een knoop bepalen.;;;;;;;II-WisS-d K2;;;II-WisS''-d K2;;;
;2 Wandelingen in een graaf;;;;;;;;;;;;;;
;;Ik weet wat een wandeling in een graaf is. Ik ken het verschil tussen een eulertoer en een hamiltoncykel.;;;;;;;II-WisS-d K3;;;II-WisS''-d K3;;;
;3 Minimaal opspannende bomen;;;;;;;;;;;;;;
;;Ik kan een minimaal opspannende boom op een gewogen graaf bepalen met behulp van de algoritmes van Prim en Kruskal.;;;;;;;II-WisS-d K3;;;II-WisS''-d K3;;;
;4 Kortste paden;;;;;;;;;;;;;;
;;"Ik kan het kortste pad op een gewogen graaf bepalen met behulp van het algoritme van 
Dijkstra.";;;;;;;II-WisS-d K3;;;II-WisS''-d K3;;;
;5 Het handelsreizigersprobleem;;;;;;;;;;;;;;
;;Ik ken het handelsreizigersprobleem en kan dit benaderend oplossen met behulp van het beste-buur-algoritme.;;;;;;;II-WisS-d K3;;;II-WisS''-d K3;;;
;6 Graafkleuring;;;;;;;;;;;;;;
;;Ik weet wat graafkleuring is en kan dit in concrete situaties toepassen.;;;;;;;II-WisS-d K3;;;II-WisS''-d K3;;;
;;;;;;;;;;;;;;;
9 Consolidatie;;;;;;;;;;;;;;;
;;Ik kan school- en vaktaal gebruiken.;13.3;;;;;;;;;;A5;;
;;Ik kan de reeds verworven leerstof toepassen in een andere context.;13.1;;;;;;;;;;;;
;;Ik kan vraagstukken en problemen oplossen door te mathematiseren en demathematiseren en door gebruik te maken van heuristieken.;06.22;;;;;;;;;;A3;;
;;Ik kan de wisselwerking tussen wetenschappen, technologie, wiskunde en de maatschappij illustreren aan de hand van maatschappelijke uitdagingen.;06.53;;;;;;;;;;A2;;
;;;;;;;;;;;;;;;
10 Tweedegraadsvergelijkingen en - ongelijkheden;;;;;;;;;;;;;;;
;1 Ontbinden in factoren;;;;;;;;;;;;;;
;;Ik kan een veelterm ontbinden in factoren;;06.08.03, 06.07.03, 06.06.03, 06.05.03, 06.04.03;WD2_06.04.07;;WD2_06.08.07;II-Wis'-d 28;II-WisS-d A33;II-WisS'-d 29;;II-WisS''-d 33;2AL04-3, 2AL04-2, 2AL04-1;;
;2 Vergelijkingen van de tweede graad;;;;;;;;;;;;;;
;;Ik kan een tweedegraadsvergelijking algebraïsch oplossen en de nulwaarden van een tweedegraadsfunctie bepalen.;;06.08.03, 06.07.03, 06.06.03, 06.05.03, 06.04.03;WD2_06.04.07;;WD2_06.08.07;II-Wis'-d 28, II-Wis'-d 27;II-WisS-d A33, II-WisS-d A32;II-WisS'-d 29, II-WisS'-d 28;;II-WisS''-d 33, II-WisS''-d 32;2AL06-6, 2AL05-3, 2AL05-2, 2AL05-1;;
;3 Problemen oplossen met tweedegraadsvergelijkingen;;;;;;;;;;;;;;
;;Ik kan problemen oplossen die aanleiding geven tot een vergelijking van de tweede graad.;;06.08.03, 06.07.03, 06.06.03, 06.05.03, 06.04.03;WD2_06.04.07;;WD2_06.08.07;II-Wis'-d 2, II-Wis'-d 28, II-Wis'-d 27;II-WisS-d A2, II-WisS-d A33, II-WisS-d A32;II-WisS'-d 2, II-WisS'-d 29, II-WisS'-d 28;;II-WisS''-d 33, II-WisS''-d 32, II-WisS''-d 2;A3, 2AN03-4;;
;4 Ongelijkheden van de tweede graad;;;;;;;;;;;;;;
;;Ik kan een ongelijkheid van de tweede graad grafisch en algebraïsch oplossen.;;06.08.04, 06.06.04, 06.05.04, 06.04.04;WD2_06.04.08;;WD2_06.08.08;II-Wis'-d K2, II-Wis'-d 21;II-WisS-d A34, II-WisS-d A32;II-WisS'-d 28;;II-WisS''-d 32, II-WisS''-d 34;2AN03-4, 2AL05-4;;
;5 Snijpunten van een rechte en een parabool;;;;;;;;;;;;;;
;;Ik kan de gemeenschappelijke snijpunten van een rechte en een parabool bepalen.;;;;;;;;;;II-WisS''-d 33;;;
;;;;;;;;;;;;;;;
11 Spreidingsdiagrammen;;;;;;;;;;;;;;;
;1 Afhankelijke en onafhankelijke veranderlijke;;;;;;;;;;;;;;
;;Ik kan nagaan of er een recht evenredig, omgekeerd evenredig of kwadratisch verband bestaat tussen 2 variabelen. Ik kan de afhankelijke en onafhankelijke variabele aanduiden.;;;;;;;;;;;;;
;2 Spreidingsdiagram, trendlijn en correlatiecoëfficiënt;;;;;;;;;;;;;;
;;Ik kan de lineaire samenhang tussen 2 variabelen nagaan door een spreidingsdiagram te tekenen en de correlatiecoëfficiënt te berekenen. Ik kan een lijndiagram en de bijhorende trendlijn tekenen.;;06.08.08, 06.05.05, 06.04.08, 06.01.01;WD2_06.04.13;;WD2_06.08.13;II-Wis'-d 34;II-WisS-d A40;II-WisS'-d 36;;II-WisS''-d 40;2TW01-5;;
;;;;;;;;;;;;;;;
12 Driehoeksmeting in willekeurige driehoeken;;;;;;;;;;;;;;;
;1 Cosinusregel en sinusregel voor willekeurige driehoeken;;;;;;;;;;;;;;
;;Ik kan de cosinusregel en sinusregel toepassen bij het oplossen van willekeurige driehoeken;;06.08.05, 06.06.05, 06.04.05;WD2_06.04.04;;WD2_06.08.04;;II-WisS-d A17;;;II-WisS''-d 17;2ME07-1;;
;2 Toepassingen;;;;;;;;;;;;;;
;;Ik kan de cosinusregel en sinusregel toepassen bij het oplossen van vraagstukken.;;06.08.05, 06.06.05, 06.04.05;WD2_06.04.04;;WD2_06.08.04;;II-WisS-d A2, II-WisS-d A17;;;II-WisS''-d 17, II-WisS''-d 2;A3, 2ME07-2;;
;;;;;;;;;;;;;;;
13 Functies met voorschrift f(x) = c/x;;;;;;;;;;;;;;;
;1 Omgekeerd evenredige verbanden;;;;;;;;;;;;;;
